"id","frame_nmr","car_id","license_number","license_number_score","data_hora"
"1125298",206243,-1,"PYE7638","0.9546889066696167","2025-08-12 19:17:19.310906-03"
"1125299",206243,-1,"PYE7638","0.9303590059280396","2025-08-12 19:17:19.509831-03"
"1125300",206245,-1,"PYE7638","0.9445043802261353","2025-08-12 19:17:19.701261-03"
"1125301",206245,-1,"PYE7638","0.9280753135681152","2025-08-12 19:17:19.888563-03"
"1125302",206248,-1,"PYE7638","0.9585013389587402","2025-08-12 19:17:20.10381-03"
"1125303",206248,-1,"PYE7638","0.9384429454803467","2025-08-12 19:17:20.304989-03"
"1125304",206252,-1,"PYE7638","0.9527345895767212","2025-08-12 19:17:20.51618-03"
"1125305",206252,-1,"PVE7638","0.9556547999382019","2025-08-12 19:17:20.733192-03"
"1125306",206253,-1,"PVE7638","0.9212733507156372","2025-08-12 19:17:20.934356-03"
"1125307",206253,-1,"PVE7638","0.9278411865234375","2025-08-12 19:17:21.135493-03"
"1125308",206254,-1,"PVE7638","0.9219725131988525","2025-08-12 19:17:21.324849-03"
"1125309",206254,-1,"PYE7638","0.9152694940567017","2025-08-12 19:17:21.518297-03"
"1125310",206260,-1,"PVE7638","0.9616568088531494","2025-08-12 19:17:21.715755-03"
"1125311",206260,-1,"PVE7638","0.9293935298919678","2025-08-12 19:17:21.917002-03"
"1125312",206262,-1,"PVE7638","0.9236540794372559","2025-08-12 19:17:22.124127-03"
"1125313",206262,-1,"PVE7638","0.9053086638450623","2025-08-12 19:17:22.339099-03"
"1125314",206263,-1,"PVE7638","0.9478281736373901","2025-08-12 19:17:22.621146-03"
"1125315",206263,-1,"PVE7638","0.9133843779563904","2025-08-12 19:17:22.82265-03"
"1125316",206264,-1,"PVE7638","0.9401992559432983","2025-08-12 19:17:23.019777-03"
"1125317",206264,-1,"PVE7638","0.8998016715049744","2025-08-12 19:17:23.207213-03"
"1125318",206265,-1,"PVE7638","0.9445208311080933","2025-08-12 19:17:23.4046-03"
"1125319",206265,-1,"PYE7638","0.9224365949630737","2025-08-12 19:17:23.607801-03"
"1125320",206266,-1,"PVE7638","0.9432525634765625","2025-08-12 19:17:23.811004-03"
"1125321",206266,-1,"PYE7638","0.9150490760803223","2025-08-12 19:17:24.067558-03"
"1125322",206267,-1,"PVE7638","0.9447168707847595","2025-08-12 19:17:24.288568-03"
"1125323",206267,-1,"PYE7638","0.911318302154541","2025-08-12 19:17:24.471918-03"
"1125324",206268,-1,"PVE7638","0.9483036994934082","2025-08-12 19:17:24.679013-03"
"1125325",206268,-1,"PYE7638","0.909732460975647","2025-08-12 19:17:24.872458-03"
"1125326",206269,-1,"PVE7638","0.9595499038696289","2025-08-12 19:17:25.081336-03"
"1125327",206269,-1,"PVE7638","0.9098421335220337","2025-08-12 19:17:25.262952-03"
"1125328",206270,-1,"PVE7638","0.958191454410553","2025-08-12 19:17:25.460034-03"
"1125329",206270,-1,"PVE7638","0.9169714450836182","2025-08-12 19:17:25.653354-03"
"1125330",206271,-1,"PVE7638","0.9394533634185791","2025-08-12 19:17:25.848438-03"
"1125331",206271,-1,"PVE7638","0.9198246598243713","2025-08-12 19:17:26.039749-03"
"1125332",206272,-1,"PVE7638","0.9598644375801086","2025-08-12 19:17:26.236878-03"
"1125333",206272,-1,"PVE7638","0.9289870262145996","2025-08-12 19:17:26.43428-03"
"1125334",206273,-1,"PVE7638","0.9572539329528809","2025-08-12 19:17:26.627318-03"
"1125335",206273,-1,"PYE7638","0.9197847843170166","2025-08-12 19:17:26.820642-03"
"1125336",206274,-1,"PVE7638","0.956213116645813","2025-08-12 19:17:27.003905-03"
"1125337",206274,-1,"PYE7638","0.9215378165245056","2025-08-12 19:17:27.167459-03"
"1125338",206275,-1,"PVE7638","0.9587910175323486","2025-08-12 19:17:27.374714-03"
