"id","frame_nmr","car_id","license_number","license_number_score","data_hora"
"1105836",1392644,-1,"GDZ2E91","0.9962224364280701","2025-08-11 10:41:20.903928-03"
"1105837",1392645,-1,"GDZ2E91","0.9872283339500427","2025-08-11 10:41:21.06574-03"
"1105838",1392645,-1,"GDZ2E91","0.9938294291496277","2025-08-11 10:41:21.258874-03"
"1105839",1392646,-1,"GDZ2E91","0.9940146803855896","2025-08-11 10:41:21.456239-03"
"1105840",1392646,-1,"GDZ2E91","0.9942423105239868","2025-08-11 10:41:21.62781-03"
"1105841",1392647,-1,"GDZ2E91","0.9937090277671814","2025-08-11 10:41:21.795421-03"
"1105842",1392647,-1,"GDZ2E91","0.9930204153060913","2025-08-11 10:41:21.955229-03"
"1105843",1392648,-1,"GDZ2E91","0.9902859926223755","2025-08-11 10:41:22.123144-03"
"1105844",1392648,-1,"GDZ2E91","0.9933775663375854","2025-08-11 10:41:22.300577-03"
"1105845",1392649,-1,"GDZ2E91","0.9930750131607056","2025-08-11 10:41:22.49364-03"
"1105846",1392649,-1,"GDZ2E91","0.993864893913269","2025-08-11 10:41:22.655477-03"
"1105847",1392650,-1,"GDZ2E91","0.9956072568893433","2025-08-11 10:41:22.882498-03"
"1105848",1392650,-1,"GDZ2E91","0.9906893968582153","2025-08-11 10:41:23.046059-03"
"1105849",1392651,-1,"GDZ2E91","0.9927611351013184","2025-08-11 10:41:24.292548-03"
"1105850",1392651,-1,"GDZ2E91","0.9949374794960022","2025-08-11 10:41:24.450445-03"
